head_lr,finetune_lr,dropout,weight_decay_finetune,unfreeze_epoch,val_auc
0.0003,3e-05,0.4,0.0003,4,0.8067827102183295
0.0005,3e-05,0.2,0.001,3,0.806991352050711
0.0003,3e-05,0.3,0.0003,8,0.7939099221836282
