frac,n_train,train_loss,train_acc,val_loss,val_acc,val_auc,val_best_thr,test_loss,test_acc,test_auc,best_epoch,best_val_auc,best_path
1.0,69220,0.5484536699193242,0.7263363189829529,0.5949909248772789,0.6974110032362459,0.7460780060618046,0.33766353130340576,0.582193303415004,0.7086222838650024,0.7547329387562813,14,0.7460780060618046,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/full_100pct_best.pt
0.95,65759,0.4702387857413941,0.7716054076248118,0.6081255540690002,0.6985668053629218,0.7489176799122226,0.3460831344127655,0.6027040393913493,0.7031900138696255,0.7512615485631009,15,0.7489176799122226,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/subset_top_95pct_best.pt
0.9,62298,0.3979861953007,0.8112780506597322,0.66783156947178,0.70249653259362,0.7534631554087527,0.466203898191452,0.6537909639232299,0.7063106796116505,0.7565830687893557,15,0.7534631554087527,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/subset_top_90pct_best.pt
0.85,58837,0.2644704879666476,0.8849193534680558,0.8577851129367071,0.7093157651410079,0.7561705606302276,0.3713752031326294,0.8650874797912205,0.6983356449375867,0.7467584148529259,26,0.7561705606302276,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/subset_top_85pct_best.pt
0.8,55376,0.2143929269192762,0.9085704998555331,0.9303805321893271,0.7186777623670828,0.762641489845742,0.3389870524406433,0.9461711728397537,0.7057327785483125,0.7521952364260718,25,0.762641489845742,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/subset_top_80pct_best.pt
0.75,51915,0.16512517856027967,0.932697678898199,1.0349673330783844,0.71833102172908,0.7638612913895729,0.2762938141822815,1.0744700817500843,0.7048081368469717,0.7512550848664121,27,0.7638612913895729,/scratch/st-rohling-1/2025_capstone/xray_runs/shapley/out_9786475/subset_top_75pct_best.pt
