ImageID,OT_value,OT_similarity,OT_row_cost
BraTS-GLI-00456-000.npz,0.8683289885520935,0.8683289885520935,0.0047320215962827206
BraTS-GLI-00459-000.npz,0.9402203559875488,0.9402203559875488,0.004098097328096628
BraTS-GLI-00464-000.npz,0.48692286014556885,0.48692286014556885,0.008095188066363335
BraTS-GLI-00464-001.npz,0.41880321502685547,0.41880321502685547,0.008695853874087334
BraTS-GLI-00466-000.npz,0.883310079574585,0.883310079574585,0.004599920939654112
BraTS-GLI-00469-000.npz,0.9564136862754822,0.9564136862754822,0.00395530741661787
BraTS-GLI-00469-001.npz,0.5398517847061157,0.5398517847061157,0.0076284706592559814
BraTS-GLI-00470-000.npz,0.9208939075469971,0.9208939075469971,0.00426851399242878
BraTS-GLI-00472-000.npz,0.9387046098709106,0.9387046098709106,0.004111462738364935
BraTS-GLI-00477-000.npz,0.7916748523712158,0.7916748523712158,0.005407943390309811
BraTS-GLI-00477-001.npz,0.9415230751037598,0.9415230751037598,0.004086609929800034
BraTS-GLI-00479-000.npz,0.8726425766944885,0.8726425766944885,0.0046939849853515625
BraTS-GLI-00479-001.npz,0.9364315271377563,0.9364315271377563,0.004131506197154522
BraTS-GLI-00480-001.npz,0.9809107184410095,0.9809107184410095,0.003739297389984131
BraTS-GLI-00481-001.npz,0.5512816905975342,0.5512816905975342,0.007527683861553669
BraTS-GLI-00483-000.npz,0.6909772157669067,0.6909772157669067,0.006295875646173954
BraTS-GLI-00483-001.npz,0.7394375801086426,0.7394375801086426,0.005868561565876007
BraTS-GLI-00485-000.npz,0.7731321454048157,0.7731321454048157,0.005571449175477028
BraTS-GLI-00488-000.npz,0.8892576098442078,0.8892576098442078,0.004547476768493652
BraTS-GLI-00491-000.npz,0.8201079368591309,0.8201079368591309,0.005157225765287876
BraTS-GLI-00491-001.npz,0.5766189694404602,0.5766189694404602,0.007304264698177576
BraTS-GLI-00493-000.npz,0.9566081762313843,0.9566081762313843,0.003953592386096716
BraTS-GLI-00494-000.npz,0.978507399559021,0.978507399559021,0.003760489635169506
BraTS-GLI-00494-001.npz,0.8459930419921875,0.8459930419921875,0.004928975366055965
BraTS-GLI-00495-001.npz,0.9379695057868958,0.9379695057868958,0.004117944743484259
BraTS-GLI-00496-000.npz,0.9581114053726196,0.9581114053726196,0.003940337337553501
BraTS-GLI-00498-000.npz,0.9162837862968445,0.9162837862968445,0.004309165291488171
BraTS-GLI-00498-001.npz,0.9603739976882935,0.9603739976882935,0.003920386545360088
BraTS-GLI-00499-001.npz,0.9661943316459656,0.9661943316459656,0.003869063686579466
BraTS-GLI-00502-000.npz,0.9530559182167053,0.9530559182167053,0.003984915558248758
BraTS-GLI-00502-001.npz,0.860426127910614,0.860426127910614,0.0048017073422670364
BraTS-GLI-00510-000.npz,0.923069179058075,0.923069179058075,0.0042493329383432865
BraTS-GLI-00510-001.npz,0.8316481113433838,0.8316481113433838,0.005055466666817665
BraTS-GLI-00513-000.npz,0.875028669834137,0.875028669834137,0.004672945011407137
BraTS-GLI-00514-000.npz,0.9484956860542297,0.9484956860542297,0.0040251268073916435
BraTS-GLI-00516-000.npz,0.9643135666847229,0.9643135666847229,0.0038856479804962873
BraTS-GLI-00517-001.npz,0.8915583491325378,0.8915583491325378,0.004527189303189516
BraTS-GLI-00518-000.npz,0.8285516500473022,0.8285516500473022,0.005082770250737667
BraTS-GLI-00518-001.npz,0.8637707233428955,0.8637707233428955,0.004772215615957975
BraTS-GLI-00519-000.npz,0.8731827735900879,0.8731827735900879,0.004689221736043692
BraTS-GLI-00520-000.npz,0.9543197154998779,0.9543197154998779,0.003973771817982197
BraTS-GLI-00524-000.npz,0.9723720550537109,0.9723720550537109,0.003814589697867632
BraTS-GLI-00525-000.npz,0.9561582803726196,0.9561582803726196,0.003957559820264578
BraTS-GLI-00525-001.npz,0.9835236668586731,0.9835236668586731,0.0037162569351494312
BraTS-GLI-00526-000.npz,0.9757719039916992,0.9757719039916992,0.0037846106570214033
BraTS-GLI-00528-000.npz,0.7769660353660583,0.7769660353660583,0.005537642631679773
BraTS-GLI-00529-000.npz,0.9106874465942383,0.9106874465942383,0.004358512815088034
BraTS-GLI-00532-000.npz,0.8304488062858582,0.8304488062858582,0.005066041834652424
BraTS-GLI-00538-000.npz,0.9143204092979431,0.9143204092979431,0.004326478112488985
BraTS-GLI-00543-000.npz,0.7711538672447205,0.7711538672447205,0.005588893312960863
BraTS-GLI-00544-000.npz,0.9239776134490967,0.9239776134490967,0.004241322632879019
BraTS-GLI-00544-001.npz,0.9016098380088806,0.9016098380088806,0.00443855719640851
BraTS-GLI-00545-001.npz,0.9352509379386902,0.9352509379386902,0.004141916520893574
